Data Source,World Development Indicators,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Last Updated Date,28-01-2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,17842510180,18379370219,18586793275,20600910383,22977799174,25308010136,26793268060,29161047308,33098517592,37079178981,41368738362,47493427271,56752387797,75408162974,116891000000,133240000000,165086000000,190778000000,203167000000,255119000000,310051000000,297574000000,333266000000,369931000000,385210000000,416303000000,449168000000,387642000000,369577000000,369585000000,514027000000,329646000000,336122000000,287671000000,304590000000,336977000000,377440000000,396737000000,406659000000,444857000000,470236000000,476451000000,459607000000,503859000000,597697000000,700528000000,822278000000,1010290000000,1246530000000,1210830000000,1403810000000,1646480000000,1770670000000,1638100000000,1613900000000,1447590000000,1482400000000,1483100000000,1474390000000,1463040000000,1313340000000,1534640000000,1722760000000,1653770000000
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32506741.72,30036416.96,34139387.89,41567471.67,44667002.01,53260077.43,62242013.33,62068161.07,60863963.96,64248354.54,60058663.31,68195855.61,81667133.45,106657267.4,106344855,113563821.6,132201141.4,137066290.6,138489884.4,195990967,208871687.6,222100545.6,214991477.8,191504899.6,199208705.4,204848470.1,181117222,182764260.1,202246611.8,230677994.6,261823827.4,292232681.6,298519618.1,344438839.6,312415046.4,366887376.6,414143823.2,471122970.9,451788486.9,440997738,437525514.2,420828262.3,459976850.3,489714518,494197841.1,496856295.8,518228012.1,518180042.2,NA
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,47274328379,50467431650,53905757721,60496393964,69320094074,74300329653,61634144134,67988908261,71642503355,78860212866,85149253641,90601671637,91337915060,104514000000,126551000000,135367000000,131874000000,152700000000,173796000000,194667000000,235543000000,250077000000,258727000000,273882000000,272607000000,296435000000,313955000000,348602000000,374584000000,378017000000,406963000000,362063000000,384522000000,380890000000,432086000000,479585000000,524681000000,550409000000,558117000000,597995000000,647682000000,662514000000,695456000000,811669000000,941601000000,1075830000000,1220740000000,1536040000000,1559690000000,1702710000000,2082390000000,2294130000000,2327970000000,2389930000000,2614950000000,2733650000000,3011070000000,3433920000000,3534070000000,3658210000000,3493120000000,4079870000000,4327390000000,4494990000000
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,35999878594,37529010104,40561501232,46136363835,45900075440,50553642033,54791062255,54853772525,58697940809,66271375018,74013525326,76093761638,85744484210,109301000000,138669000000,152251000000,164707000000,180995000000,202694000000,238972000000,299157000000,404311000000,376182000000,337782000000,301830000000,288162000000,270024000000,302359000000,318213000000,323805000000,379312000000,405375000000,365094000000,369118000000,377663000000,480484000000,536642000000,564645000000,565925000000,404066000000,428341000000,410381000000,446811000000,562596000000,698496000000,828851000000,977635000000,1131740000000,1282820000000,1225400000000,1449560000000,1629330000000,1692940000000,1799330000000,1876120000000,1670040000000,1523300000000,1660850000000,1782800000000,1836200000000,1723190000000,1935060000000,2075400000000,2044580000000
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,535673252.3,584964620.7,619322809.8,678239329.1,711897520,736573158.3,723739857,761981912.4,758899950,779200000,821850000,896765214.6,1083391758,1308785431,2042001071,2442669825,2500424955,3138666668,3562333460,4602416627,6235833336,6992083336,8140416670,7763750003,7757083335,7375918367,4794444444,4797777778,4496910569,4323058824,5068000000,5307905882,5439552941,4669491134,4947181646,5329217747,5759570336,5737771523,6043686654,6808982521,8154342116,8824849191,9008298229,11305459802,13280291990,15982389018,18369361094,21641620050,27871587350,19172165226,22157920592,25433007437,27334568806,28709859469,29697674914,27026750553,23722678430,24040211327,24569257295,23775659263,20807716174,24496397205,30053446092,27372285698
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,NA,866155428.6,880027733.3,1026737600,1025866792,991047619,1040952381,1085714286,1214666667,1289904762,1439238095,1685162272,2237556149,2730813385,3545868575,4328965588,4508191942,5109324009,5968460080,7188863904,8744134354,8428445294,8133580052,8350582748,8254541195,8410226053,9017806654,9696715911,10096245762,10101851745,12290568182,13074782609,15496708060,14608335608,15633174304,18030876599,19587161807,20746210354,21802893587,22943202175,21473528161,22065832449,23141616605,27453902261,31183885241,32272186695,34376664601,38915353867,44859439902,43455740497,46206091938,48123325825,47311401813,48685446414,50271812921,45779494042,44360072680,42163530591,42686504460,41905642419,42491780918,46812290143,44579761023,48529595417
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,7566666667,7988888889,8922222222,10355555556,11177777778,11966666667,14100000000,15644444444,17500000000,19466666667,17863636364,16166666667,20650000000,26000000000,35414285714,46042857143,51450000000,58683333333,65912500000,89616129032,68823684211,71180180180,64369325153,61803555556,59937602180,67232758621,75673037037,87190081680,90875175809,107127000000,150656000000,151035000000,159105000000,180416000000,130650000000,169320000000,181464000000,189878000000,275942000000,256396000000,274295000000,201753000000,240249000000,314596000000,408865000000,506315000000,557076000000,681321000000,770449000000,649289000000,776967000000,838785000000,880556000000,957799000000,938935000000,864314000000,869683000000,858988000000,778972000000,761006000000,720338000000,819865000000,907118000000,1118250000000
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585955.874,2716989.584,2968457.944,3411915.439,4122328.666,4014748.054,3919072.23,3669419.592,3798781.863,4065659.434,4206128.134,4773017.532,4118945.162,4152550.304,4481977.903,3862851.883,4574706.212,5020513.499,7011059.371,8454523.247,9542900.901,10127313.91,10535028.14,10414399.96,11772610.66,11922614.2,13338597.33,13734210.1,13795146.21,14800503.26,15073975.53,13964732.33,16842672.6,19456338.03,22798274.98,22909979.82,24096875.46,28450168.69,31874434.86,28076983.97,32105408.48,39196957.49,39345579.47,38615890.63,38760982.65,36811936.08,41629064.22,45276595.35,48015259.88,54123198.57,51746594.31,60196405.71,59065982.09,62280311.59
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2651729807,2826179031,3101589993,3456579293,3748840925,3817226546,4377998825,4565132048,4895251824,5142066811,2851419386,3050673517,3472787266,4144104535,4977337978,5729917840,6472511988,7732598995,9261675710,9804637491,11409228087,13161540378,13927383240,14049883809,12906635133,15328295175,10840864521,7824193222,7406614407,6418799007,6184384225,7197768159,6681997469,6182872708,6550480484,7631431840,9433528150,11158197942,12172790056,12704334196,13371767082,13563990022,14129651896,15211487709,16673062473,18395383647,18619859795,21860434823,27947821398,29400573554,32012892919,34657140096,39650394363,45648857242,49986726461,47413919817,49774409374,53274884533,57003712892,61026731926,66068737786,70655628148,75769974505,79062403821
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,423145605,441667334.6,449158233.4,516315231.4,589247687.3,884502310,925381492.4,967240655.2,1037379252,1168556629,1259554809,1417191656,1490970181,1701829789,2098944967,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647477,3519695444,3923244050,6269522042,6508931652,5276480799,4304399310,3321729160,2857457762,3220439044,3990430447,5755818842,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6606884275,7939487548,9239221763,9977647683,11902564495,14440404132,25127805567,26673441431,27871725241,27305915911,28915786517,32612397257,32387183730,29203988696,30744473841,32927025620,35348155095,37600368242,40529788749,45565333211,48768955863
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64087694038,74703517903,82709161099,81393558423,77350733982,73945908384,65648559903,52549553403,48213856469,44558831005,50151531592,41882523345,31580639554,32375083935,39309580983,43956163612,52010355753,67220154164,89238865119,111885000000,148734000000,188110000000,121552000000,141209000000,169334000000,182592000000,190499000000,133504000000,91030967789,93355869404,112091000000,130891000000,153883000000,156618000000,199766000000,161990000000,178757000000
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,179284000000,170671000000,174832000000,184497000000,211437000000,236506000000,260982000000,264287000000,279751000000,313925000000,344990000000,375547000000,430971000000,568082000000,730832000000,808818000000,876611000000,982903000000,1083330000000,1261280000000,1477560000000,1594150000000,1565610000000,1532200000000,1618910000000,1669920000000,1714810000000,1731750000000,1870690000000,2071000000000,2492580000000,2345110000000,2507020000000,2763260000000,3111480000000,3535670000000,3910790000000,4163330000000,4110160000000,4001280000000,4372780000000,4374920000000,4406970000000,4911780000000,5793590000000,6887070000000,8121000000000,9981040000000,12063400000000,11970500000000,14632200000000,17501000000000,18676700000000,19843500000000,20594300000000,19830600000000,19907700000000,21841600000000,23375900000000,23748800000000,22976100000000,27390600000000,28547100000000,29440000000000
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1242289239,1547388781,1710004407,1539681491,1975701816,1890767156,1809185094,1597713469,1593674185,2004435484,2137096774,2807258065,2189418689,3964296443,4090209682,3538278047,3667161241,4114670014,4910254566,7181182224,10163020116,11048301421,9178780077,5102276308,4850238550,4732017873,5880112788,7367494080,8213538369,8438951476,9298807850,11206176651,12878148791,15002136971,17474588896,19297663097,20515458114,23969739234,25385886978,23983945191,22823270892,20898761742,13606515723,12045638352,13686329890,17362857684,19741420740,23797773024,31119602539,32708319078,41950361212,50342406067,54232266359,61337621934,61496186974,57680327999,57480788390,65006039995,65344576348,62222325807,53668636568,60760798596,70164683290,77240830877
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,541989000000,561940000000,603639000000,637059000000,684145000000,741905000000,813033000000,859620000000,940225000000,1017440000000,1073300000000,1164850000000,1279110000000,1425380000000,1545240000000,1684900000000,1873410000000,2081830000000,2351600000000,2627330000000,2857310000000,3207040000000,3343790000000,3634040000000,4037610000000,4338980000000,4579630000000,4855220000000,5236440000000,5641580000000,5963140000000,6158130000000,6520330000000,6858560000000,7287240000000,7639750000000,8073120000000,8577550000000,9062820000000,9631170000000,10251000000000,10581900000000,10929100000000,11456500000000,12217200000000,13039200000000,13815600000000,14474200000000,14769900000000,14478100000000,15049000000000,15599700000000,16254000000000,16880700000000,17608100000000,18295000000000,18804900000000,19612100000000,20656500000000,21540000000000,21354100000000,23681200000000,26006900000000,27720700000000
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8523160593,10722799639,11948815258,13362340338,13800167712,12953801760,13099928447,12899074922,13350461265,13948892216,14744603774,14988971211,17078465982,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180037915,80845385809,86196264755,86138288644,69703222283,58695899092,67293639798,66443265418,77340060003,90095926567,101592000000
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,13066634,13999965,14524963.69,13708299.06,14758296.44,15108295.56,16099959.75,15835106.03,15350000,16650000,18450000,20051922.33,27585804.87,30165081.09,32923702.73,33237225.99,32792844.68,49353161.85,60844771.48,71096359.63,82340339.63,102086539.3,113759203.3,122255349.6,135024987.8,145641705.2,160846656.7,175580647.4,200726712.6,214745002.2,240366666.7,254829629.6,277955555.6,286307407.4,289437037,316007407.4,331488888.9,347770370.4,373618518.5,390718518.5,427946037,462072333.3,487763851.9,509090888.9,549900185.2,579948925.9,643501148.1,713596666.7,732663259.3,714300259.3,720447888.9,713796370.4,730032592.6,764781259.3,770900000,786555555.6,814303703.7,844040740.7,884329629.6,910766666.7,869111111.1,872225925.9,966492592.6,1065962963
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,7663938303,8067267031,8814309884,9608717288,8192413793,8427777778,8781333333,9250000000,10034444444,10285111111,11561111111,12986590909,13977727273,17035581395,26100930233,27464651163,31419534884,36210697674,39316279070,48310930233,59116511628,66327441860,67736744186,67556279070,59867743468,61965466667,60516123711,48029034483,60226413793,43536709104,48606952195,53453444787,60416519620,60037460783,58418666667,77389487770,70543211119,85837678560,91336763255,97972842462,117146000000,122911000000,92893587734,83620628582,112451000000,145513000000,183478000000,230364000000,315953000000,329788000000,393192000000,316482000000,381286000000,371005000000,482359000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3262000000,3443000000,3797000000,4428000000,4484000000,4784000000,4244000000,4201000000,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3923000000,4121000000,4229000000,4507000000,4672000000,NA
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14094687821,26336616250,36658108850,25423812649,6293304975,6471740806,9613369520,9866990236,13180953598,16286433533,20736164459,24657470575,26843700442,27209602050,28683659007,31172518403,32685198809,35064105501,39552513232,45427854693,57633255738,66371664817,77414425532,99130304099,106015000000,147201000000,172595000000,195591000000,213709000000,233451000000,239258000000,257096000000,281354000000,310106000000,334365000000,346616000000,366475000000,410324000000,429717000000
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119258835.3,121185497.6,113781795.8,114501912.5,117389554.2,144482515.4,131856420.7,126498935.3,139464173.5,158351368.4,154013202.1,168879207.2,201334169.1,209088824.6,200491853.2,233701301.5,249333250.1,261370044.5,272771209.1,262293410.7,268006972.7,272014627.8,257926881.7,262596535.5,314471413,364996869.1,394962433,439358586.5,516392922.5,590748429.4,592622319.1,670712979.7,770153588.2,747839697.7,758304466.2,772315983.8,730870803,780889605.9,880061833.7,914736985.4,936526267.6,909421043.5,950394006.5,1022219298,1126313359
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1371950000000,1445950000000,1550600000000,1669570000000,1830170000000,1994300000000,2161750000000,2293940000000,2478900000000,2738140000000,3003120000000,3318580000000,3833100000000,4687590000000,5418370000000,6033160000000,6558690000000,7414820000000,8778340000000,10153800000000,11449700000000,11839900000000,11716600000000,11960000000000,12424900000000,13013700000000,15344200000000,17466900000000,19517400000000,20386700000000,22987400000000,23911700000000,25534200000000,25958500000000,27941900000000,31149700000000,31866900000000,31760800000000,31702700000000,32747100000000,33855900000000,33646100000000,34940200000000,39181800000000,44151100000000,47811700000000,51815400000000,58389200000000,64152300000000,60814500000000,66609700000000,74080800000000,75705900000000,77873400000000,80020300000000,75472500000000,76702600000000,81712000000000,86884800000000,88149900000000,85763000000000,97848300000000,101771000000000,106172000000000
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45208337.61,53719568.97,62566116.38,82452985.37,93549610.93,93489282.55,85003077.7,98295671.03,108223444.2,122257392.9,125747038,118190654.7,121221651.6,111862823.6,109200934.3,95572172.98,100947848.6,111713922.1,133016065.4,122888609.7,125766269.8,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249907868.8,285475591.9,269485244.2,255408060.3,258856139.8,266299591.5,281790134.2,333426188.4,407747565.1,476801793.2,499923757.8,573548459.8,641346191.7,628006115.4,680260907.2,744097050.2,773141661.2,797736334.3,796683519.6,824150498.7,843924796.7,884844384.5,878448433.4,912950466.1,868898358.3,843923638.7,832945205.6,938189443.8
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5181776769,5015894693,5343950556,6341613610,6163484245,6735328610,7074394735,6295848423,6682677290,7180764703,7878759715,7899737577,7717145218,9413403724,9354903062,10468219225
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12643821569,14665445462,17959367194,21736802664,28019483764,12796345679,6496163616,6838298531,6322175566,7639325296,9679316770,9852990693,10693430511,11777532662,13867634371,16731566717,19063143370,21650528674,26910855807,25130278213,30906749533,32726417878,35401331610,40415233436,43228585321,42444489522,31317824943,26842228829,21606160784,NA,NA,NA,NA,NA
